id,sensor_id,zone_id,timestamp,sensor_type,unit,val
7,WD-001,zone_A,2025-07-15T09:32:00Z,windDir,deg,-11
7,WD-001,zone_A,2025-07-15T09:32:01Z,windDir,deg,-15
7,WD-001,zone_A,2025-07-15T09:32:02Z,windDir,deg,-12
7,WD-001,zone_A,2025-07-15T09:32:03Z,windDir,deg,-9
7,WD-001,zone_A,2025-07-15T09:32:04Z,windDir,deg,-9
7,WD-001,zone_A,2025-07-15T09:32:05Z,windDir,deg,-8
7,WD-001,zone_A,2025-07-15T09:32:06Z,windDir,deg,-9
7,WD-001,zone_A,2025-07-15T09:32:07Z,windDir,deg,-8
7,WD-001,zone_A,2025-07-15T09:32:08Z,windDir,deg,-5
7,WD-001,zone_A,2025-07-15T09:32:09Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:10Z,windDir,deg,-4
7,WD-001,zone_A,2025-07-15T09:32:11Z,windDir,deg,-5
7,WD-001,zone_A,2025-07-15T09:32:12Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:13Z,windDir,deg,-3
7,WD-001,zone_A,2025-07-15T09:32:14Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:15Z,windDir,deg,1
7,WD-001,zone_A,2025-07-15T09:32:16Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:17Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:18Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:19Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:20Z,windDir,deg,-3
7,WD-001,zone_A,2025-07-15T09:32:21Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:22Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:23Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:24Z,windDir,deg,3
7,WD-001,zone_A,2025-07-15T09:32:25Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:26Z,windDir,deg,1
7,WD-001,zone_A,2025-07-15T09:32:27Z,windDir,deg,1
7,WD-001,zone_A,2025-07-15T09:32:28Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:29Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:30Z,windDir,deg,-3
7,WD-001,zone_A,2025-07-15T09:32:31Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:32Z,windDir,deg,3
7,WD-001,zone_A,2025-07-15T09:32:33Z,windDir,deg,0
7,WD-001,zone_A,2025-07-15T09:32:34Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:35Z,windDir,deg,-4
7,WD-001,zone_A,2025-07-15T09:32:36Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:37Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:38Z,windDir,deg,0
7,WD-001,zone_A,2025-07-15T09:32:39Z,windDir,deg,0
7,WD-001,zone_A,2025-07-15T09:32:40Z,windDir,deg,1
7,WD-001,zone_A,2025-07-15T09:32:41Z,windDir,deg,1
7,WD-001,zone_A,2025-07-15T09:32:42Z,windDir,deg,1
7,WD-001,zone_A,2025-07-15T09:32:43Z,windDir,deg,-2
7,WD-001,zone_A,2025-07-15T09:32:44Z,windDir,deg,0
7,WD-001,zone_A,2025-07-15T09:32:45Z,windDir,deg,0
7,WD-001,zone_A,2025-07-15T09:32:46Z,windDir,deg,0
7,WD-001,zone_A,2025-07-15T09:32:47Z,windDir,deg,-1
7,WD-001,zone_A,2025-07-15T09:32:48Z,windDir,deg,-1
