id,sensor_id,zone_id,timestamp,sensor_type,unit,val_0_1,val_0_3,val_0_5
10,LPM-002,zone_B,2025-07-15T09:32:00Z,particle,PPM,922,88,14
10,LPM-002,zone_B,2025-07-15T09:32:01Z,particle,PPM,909,93,13
10,LPM-002,zone_B,2025-07-15T09:32:02Z,particle,PPM,883,93,14
10,LPM-002,zone_B,2025-07-15T09:32:03Z,particle,PPM,855,89,15
10,LPM-002,zone_B,2025-07-15T09:32:04Z,particle,PPM,882,90,15
10,LPM-002,zone_B,2025-07-15T09:32:05Z,particle,PPM,869,87,16
10,LPM-002,zone_B,2025-07-15T09:32:06Z,particle,PPM,865,84,15
10,LPM-002,zone_B,2025-07-15T09:32:07Z,particle,PPM,884,84,17
10,LPM-002,zone_B,2025-07-15T09:32:08Z,particle,PPM,851,86,17
10,LPM-002,zone_B,2025-07-15T09:32:09Z,particle,PPM,821,80,15
10,LPM-002,zone_B,2025-07-15T09:32:10Z,particle,PPM,792,82,15
10,LPM-002,zone_B,2025-07-15T09:32:11Z,particle,PPM,800,81,15
10,LPM-002,zone_B,2025-07-15T09:32:12Z,particle,PPM,804,81,17
10,LPM-002,zone_B,2025-07-15T09:32:13Z,particle,PPM,796,78,16
10,LPM-002,zone_B,2025-07-15T09:32:14Z,particle,PPM,805,74,16
10,LPM-002,zone_B,2025-07-15T09:32:15Z,particle,PPM,826,78,18
10,LPM-002,zone_B,2025-07-15T09:32:16Z,particle,PPM,817,81,18
10,LPM-002,zone_B,2025-07-15T09:32:17Z,particle,PPM,823,78,18
10,LPM-002,zone_B,2025-07-15T09:32:18Z,particle,PPM,842,80,20
10,LPM-002,zone_B,2025-07-15T09:32:19Z,particle,PPM,868,81,19
10,LPM-002,zone_B,2025-07-15T09:32:20Z,particle,PPM,851,86,20
10,LPM-002,zone_B,2025-07-15T09:32:21Z,particle,PPM,826,82,20
10,LPM-002,zone_B,2025-07-15T09:32:22Z,particle,PPM,842,80,19
10,LPM-002,zone_B,2025-07-15T09:32:23Z,particle,PPM,854,83,20
10,LPM-002,zone_B,2025-07-15T09:32:24Z,particle,PPM,827,81,19
10,LPM-002,zone_B,2025-07-15T09:32:25Z,particle,PPM,846,85,20
10,LPM-002,zone_B,2025-07-15T09:32:26Z,particle,PPM,854,85,19
10,LPM-002,zone_B,2025-07-15T09:32:27Z,particle,PPM,818,82,20
10,LPM-002,zone_B,2025-07-15T09:32:28Z,particle,PPM,820,78,20
10,LPM-002,zone_B,2025-07-15T09:32:29Z,particle,PPM,828,79,21
10,LPM-002,zone_B,2025-07-15T09:32:30Z,particle,PPM,842,81,21
10,LPM-002,zone_B,2025-07-15T09:32:31Z,particle,PPM,825,79,20
10,LPM-002,zone_B,2025-07-15T09:32:32Z,particle,PPM,865,83,20
10,LPM-002,zone_B,2025-07-15T09:32:33Z,particle,PPM,835,80,21
10,LPM-002,zone_B,2025-07-15T09:32:34Z,particle,PPM,853,85,20
10,LPM-002,zone_B,2025-07-15T09:32:35Z,particle,PPM,884,85,21
10,LPM-002,zone_B,2025-07-15T09:32:36Z,particle,PPM,904,87,22
10,LPM-002,zone_B,2025-07-15T09:32:37Z,particle,PPM,911,84,21
10,LPM-002,zone_B,2025-07-15T09:32:38Z,particle,PPM,886,80,23
10,LPM-002,zone_B,2025-07-15T09:32:39Z,particle,PPM,850,83,22
10,LPM-002,zone_B,2025-07-15T09:32:40Z,particle,PPM,875,83,23
10,LPM-002,zone_B,2025-07-15T09:32:41Z,particle,PPM,870,82,22
10,LPM-002,zone_B,2025-07-15T09:32:42Z,particle,PPM,837,86,23
10,LPM-002,zone_B,2025-07-15T09:32:43Z,particle,PPM,819,80,21
10,LPM-002,zone_B,2025-07-15T09:32:44Z,particle,PPM,812,78,22
10,LPM-002,zone_B,2025-07-15T09:32:45Z,particle,PPM,822,79,23
10,LPM-002,zone_B,2025-07-15T09:32:46Z,particle,PPM,806,75,23
10,LPM-002,zone_B,2025-07-15T09:32:47Z,particle,PPM,832,76,23
10,LPM-002,zone_B,2025-07-15T09:32:48Z,particle,PPM,873,78,23
10,LPM-002,zone_B,2025-07-15T09:32:49Z,particle,PPM,832,83,22
10,LPM-002,zone_B,2025-07-15T09:32:50Z,particle,PPM,824,84,22
10,LPM-002,zone_B,2025-07-15T09:32:51Z,particle,PPM,838,88,21
10,LPM-002,zone_B,2025-07-15T09:32:52Z,particle,PPM,830,94,20
10,LPM-002,zone_B,2025-07-15T09:32:53Z,particle,PPM,810,98,20
10,LPM-002,zone_B,2025-07-15T09:32:54Z,particle,PPM,788,101,21
10,LPM-002,zone_B,2025-07-15T09:32:55Z,particle,PPM,777,102,20
10,LPM-002,zone_B,2025-07-15T09:32:56Z,particle,PPM,799,99,20
10,LPM-002,zone_B,2025-07-15T09:32:57Z,particle,PPM,766,102,19
10,LPM-002,zone_B,2025-07-15T09:32:58Z,particle,PPM,783,100,19
10,LPM-002,zone_B,2025-07-15T09:32:59Z,particle,PPM,745,98,19
10,LPM-002,zone_B,2025-07-15T09:33:00Z,particle,PPM,717,98,21
10,LPM-002,zone_B,2025-07-15T09:33:01Z,particle,PPM,725,102,22
10,LPM-002,zone_B,2025-07-15T09:33:02Z,particle,PPM,707,102,20
